Núm.,Tipo,Estado,Descripción,Usuario Reporta,Solicitado a,Auditor Global,Proceso,Fecha de Creación,Fecha Cierre,Norma y Numeral,Acción Eficaz,Acción Correctiva,%Avance Eficaz,%Avance Plan de Acciones
,,,,,,,,,,5. Procesos Prioritarios,,,,
1744,No Conformidad,Abierta,SERVICIO 749-TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLOGICAS: Estandar de historía clínica y procesos prioritarios 9. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con los siguientes registros: No cumplen con los criterios que le son aplicables de todos los servicios. 9.4. Análisis del control de calidad y de las medidas preventivas y correctivas. No cuenta con la información documentada.,Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1745,No Conformidad,Abierta,"SERVICIO— 1101-ATENCIÓN DEL PARTO: Estándar de Talento Humano 1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Ver Estándar transversal Talento Humano",Administrador,calidad,,Gestión de Talento Humano,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1746,No Conformidad,Abierta,"SERVICIO— 1101-ATENCIÓN DEL PARTO: Estándar de Infraestructura: 9. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con todos los criterios aplicable a los servicios. 11.2. Sistema de vacio. Cuenta con sistema de vacio, pero la red no se encuentran funcionamiento Barrera física móvil o fija entre camillas que permite fácil limpieza y desinfección y la privacidad del paciente, cuando exista más de una camilla. No cuenta con barrer...",Administrador,calidad,,Gestión de Recursos,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1747,No Conformidad,Abierta,"SERVICIO— 1101-ATENCIÓN DEL PARTO:Estándar de Medicamentos, Dispositivos Médicos e insumos: 24 Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le sean aplicables de todos los servicios. 24.1. Catéteres para vena umbilical. No cuenta con Catéteres para vena umbilical. 25.1. Catéteres para vena umbilical. No cuenta con Catéteres para vena umbilical.",Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1748,No Conformidad,Abierta,"SERVICIO— 1101-ATENCIÓN DEL PARTO:Estándar de Procesos Prioritarios: 27. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada: Ver transversal de procesos prioritarios. 27.1. Atención del parto. La ESE cuenta con documento disminuir los riesgos de enfermedad y muerte de la mujer y el recién nacido y optimizar el pronóstico de los mismo durante todas las etapas del parto, iniciando con la admisión de la pacient...",Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1749,No Conformidad,Abierta,"SERVICIO— 1101-ATENCIÓN DEL PARTO Estándar de Historia Clínica y Registros: 30. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con partograma para toda materna en trabajo de parto. Ver transversal de historia clinica, cuenta con historia clínica digital que incluye partograma.",Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1750,No Conformidad,Abierta,SERVICIO 1102-URGENCIAS: Estándar de Talento Humano: 1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Ver Estándar transversal Talento Humano.,Administrador,calidad,,Gestión de Talento Humano,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1751,No Conformidad,Abierta,"SERVICIO 1102-URGENCIAS: Estándar de Infraestructura: 18. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con todos los criterios aplicable a los servicios. 18.2. Unidades sanitarias discriminadas por sexo. De las cuales mínimo una (1) unidad sanitaria discriminada por sexo, es apta para personas con movilidad reducida. Cuenta con unidades sanitarias discriminadas por sexo para movilidad reducidad 18.4. Ambiente para descontamin...",Administrador,calidad,,Gestión de Recursos,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1752,No Conformidad,Abierta,"SERVICIO 1102-URGENCIAS: Estándar de Dotación: 22. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Revisar estándar transversal. 22.3. Elementos para sujeción física para pacientes adultos y pediátricos. No cuenta con elementos para sujeción física para pacientes adultos y pediátricos. 22.4. Equipo de toracostomia, No cuenta con equipo de toracostomía. 22.8. Bomba de infusión. No cuenta con bomba de infusión. 23. Consultorio de urgenc...",Administrador,calidad,,Gestión de Recursos,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1753,No Conformidad,Abierta,"SERVICIO 1102-URGENCIAS: Estandar de Medicamentos, Dispositivos Medicos e Insumos : 34. Cumple con los Criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le sean aplicables de todos los servicios",Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1754,No Conformidad,Abierta,"SERVICIO 1102-URGENCIAS: estandar de historia clínica y registros 39. Cumple con los criterios que le sean aplicables de todos ,los servicios. ver transversal de historía clínica",Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1755,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA OEU782: 1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Ver Estándar transversal Talento Humano 1.1. Tecnólogo en atención prehospitalaria o técnico profesional en atención prehospitalaria o auxiliar en enfermerla, en cualquier caso, cuenta con constancia de asistencia en las acciones de formación continua en soporte vital básico. Disponibilidad de auxiliares de enfermería consta...",Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1756,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA OEU782: ESTANDAR DE INFRAESTRUCTURA: Cuenta con conductores con licencia para la conducción del respectivo vehículo, expedida por la autoridad competente. No todo el personal conductor cuenta con constancia de asistencia en las acciones de formación continua en primeros auxilios o de primer respondiente. 12.2. Disponibilidad de área o ambiente para realizar el proceso de aseo, limpieza y desinfección de los vehrculos. Cuando el prestador...",Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1757,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA OEU782: Estándar de Dotación: 31.23. Resucitador pulmonar manual. No cuenta con resucitador pulmonar manual. Estándar de Medicamentos, Dispositivos Médicos e Insumos: 36. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente el prestador define los medicamentos, dispositivos médicos e insumas requeridos de acuerdo con lo documentado en el estándar de procesos prioritarios. No cumple con los criterios ...",Administrador,calidad,,Gestión de Recursos,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1758,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA OEU782: Estándar de Procesos Prioritarios: 41, Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada: El prestador no cumple con los criterios que le sean aplicables de todos los servicios . 41.3. Atención en salud de pacientes con problemas y trastornos en salud mental o consumo de sustancias psicoactivas. El prestador cuenta con documento "" Protocolo tr...",Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1759,No Conformidad,Abierta,SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA OEU782: stándar de Historia Clínica y Registros 43. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: El prestador no cumple con los criterios que sean aplicables a todos los servicios. 43.1.1. Nombre de los pacientes atendidos o trasladados. El prestador cuenta con información de pacientes trasladado pero no define la ambulancia y/o vehículo utilizado para el traslado 43.1.2. Nombre d...,Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1760,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA OCD865 Estándar de Talento Humano: 1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Ver Estándar transversal Talento Humano 1.1. Tecnólogo en atención prehospitalaria o técnico profesional en atención prehospitalaria o auxiliar en enfermerla, en cualquier caso, cuenta con constancia de asistencia en las acciones de formación continua en soporte vital básico. Disponibilidad de auxi...",Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1761,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA OCD865 Estándar de Infraestructura 12.2. Disponibilidad de área o ambiente para realizar el proceso de aseo, limpieza y desinfección de los vehrculos. Cuando el prestador de servicios de salud contrate el proceso de aseo, limpieza y desinfección de los vehículos con un tercero, cuenta con un contrato, o convenio o acuerdo escrito entre las partes. Para este caso el tercero cuenta con los permisos correspondientes expedidos por la autorida...",Administrador,calidad,,Gestión de Recursos,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1762,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA OCD865 Estándar de Dotación: 31. Cumplen con los criterios definidos para todos los servicios y adicionalmente, cuentan con: Revisar estándar transversal. 31.2. Fonendoscopio adulto y pediátrico. Cuenta con fonendoscopio pediatrico, no cuenta con fonendoscopio adulto. 31.3. Tensiómetro adulto y pediátrico. Cuenta con tensiometro pediatrico, no cuenta con fonendoscopio adulto. 31.6. Glucómetro. No cuenta con glucometro. 31.12. Sill...",Administrador,calidad,,Gestión de Recursos,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1763,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA OCD865 Estándar de Estándar de Medicamentos, Dispositivos Médicos e Insumos 37.1. Oxigeno medicinal. Cuenta con oxígeno medicinal 37.2. Aditamento supraglótico de varias tallas adulto y pediátrico. No cuenta con aditamento supraglótico",Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1764,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA OCD865 Estándar de Procesos Prioritarios: 41, Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada: El prestador no cumple con los criterios que le sean aplicables de todos los servicios . 41.3. Atención en salud de pacientes con problemas y trastornos en salud mental o consumo de sustancias psicoactivas. El prestador cuenta con documento "" Protocolo tr...",Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1765,No Conformidad,Abierta,SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA OCD865 Estándar de Historia Clínica y Registros: Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: El prestador no cumple cpn los criterios que sean aplicables a todos los servicios. 43.1.1. Nombre de los pacientes atendidos o trasladados. El prestador cuenta con información de pacientes trasladado pero no define la ambulancia y/o vehículo utilizado para el traslado 43.1.2. Nombre del...,Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1766,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA ORO272: ESTANDAR DE TALENTO HUMANO 1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Ver Estándar transversal Talento Humano 1.1. Tecnólogo en atención prehospitalaria o técnico profesional en atención prehospitalaria o auxiliar en enfermerla, en cualquier caso, cuenta con constancia de asistencia en las acciones de formación continua en soporte vital básico. Disponibilidad de aux...",Administrador,calidad,,Gestión de Talento Humano,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1767,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA ORO272: ESTANDAR DE INFRAESTRUCTURA: 12.2. Disponibilidad de área o ambiente para realizar el proceso de aseo, limpieza y desinfección de los vehrculos. Cuando el prestador de servicios de salud contrate el proceso de aseo, limpieza y desinfección de los vehículos con un tercero, cuenta con un contrato, o convenio o acuerdo escrito entre las partes. Para este caso el tercero cuenta con los permisos correspondientes expedidos por la autor...",Administrador,calidad,,Gestión de Recursos,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1768,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA ORO272: Estándar de Dotación: 31. Cumplen con los criterios definidos para todos los servicios y adicionalmente, cuentan con: Revisar estándar transversal. 31.5. Aspirador nasal manual. No cuenta con aspirador nasal manual. 31.7. Torniquetes para el control de hemorragias. No cuenta con torniquetes para el control de hemorragias. 31.10. Tabla espinal corta o chaleco de extracción vehicular No cuenta con tabla de espinal corta. 31....",Administrador,calidad,,Gestión de Recursos,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1769,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA ORO272: Estándar de Medicamentos, Dispositivos Médicos e Insumos 36. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente el prestador define los medicamentos, dispositivos médicos e insumas requeridos de acuerdo con lo documentado en el estándar de procesos prioritarios. No Cumple con los criterios que le sean aplicables de todos los servicios 37.2. Aditamento supraglótico de varias tallas adulto y pe...",Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1770,No Conformidad,Abierta,"SERVICIO 1103-TRANSPORTE ASISTENCIAL BASICO - AMBULANCIA ORO272: Estándar de Procesos Prioritarios 41. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada: El prestador no cumple con los criterios que le sean aplicables de todos los servicios . 41.3. Atención en salud de pacientes con problemas y trastornos en salud mental o consumo de sustancias psicoactivas. El prestador cuenta con documento "" Protocolo tr...",Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1771,No Conformidad,Abierta,Estándar de Historia Clínica y Registros 43. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: El prestador no cumple con los criterios que sean aplicables a todos los servicios. 43.1.1. Nombre de los pacientes atendidos o trasladados. El prestador cuenta con información de pacientes trasladado pero no define la ambulancia y/o vehículo utilizado para el traslado 43.1.2. Nombre del acompanante o responsable. El prestador cuenta con informaci...,Administrador,calidad,,Misionales,13/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1851,No Conformidad,Abierta,"3. El prestador de servicios de salud determina la cantidad necesaria de talento humano requerido para cada uno de los servicios ofertados y prestados, de acuerdo con la capacidad instalada, la relación entre oferta y demanda, la oportunidad en la prestación, tiempo de la atención y el riesgo en la atención. Este criterio no aplica para el profesional independiente de salud: Cuentan con el documento "" MANUAL DE SUFICIENCIA DE LA RED"" Codigo MA-AP-TH-02 Septiembre 2023 Version 0, el cual debe se...",Administrador,calidad,,Gestión de Talento Humano,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1852,No Conformidad,Abierta,"6. El talento humano en salud de los servicios de atención del parto, cuidado intensivo y cuidado intermedio neonatal, pediátrico y adultos, cuentan con constancia de asistencia en las acciones de formación continua para la gestión del duelo: No todo el talento humano del servicio de atención del parto cuenta con constancia de asistencia.",Administrador,calidad,,Gestión de Talento Humano,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1853,No Conformidad,Abierta,"8. Los profesionales de la medicina de los servicios de hospitalización de baja, mediana y alta complejidad, hospitalización paciente crónico con y sin ventilador, cuidados intensivos neonatales, pediátricos y adultos; urgencias y servicios del grupo quirúrgico en modalidad intramural, cuentan con certificación vigente de aprobación de la evaluación de competencias esenciales para el cuidado de la donante expedida por el Instituto Nacional de Salud: No todo el talento humano cuenta con certific...",Administrador,calidad,,Gestión de Talento Humano,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1854,No Conformidad,Abierta,"11. El talento humano en salud de los servicios de transporte asistencial, atención prehospitalaria y urgencias, cuentan con constancia de asistencia en las acciones de formación continua en la atención a personas víctimas de ataques con agentes químicos: No todo el talento humano de los servicios de transporte asistencial, atención prehospitalaria y...",Administrador,calidad,,Gestión de Talento Humano,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1855,No Conformidad,Abierta,"2. Los servicios de salud de: urgencias, cirugía y del grupo de internación, así como en los servicios de salud donde se realice el proceso de esterilización, deben contar con ambiente de aseo de uso exclusivo: No se evidencian cuartos de aseo para el grupo de internación y para el proceso de esterilización.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1856,No Conformidad,Abierta,"El prestador de servicios de salud que realice el proceso de esterilización, cuenta con: 25.1. Ambiente o área de recibo de material contaminado: No cuenta con ambiente o área de recibo de material contaminado. 25.4. Ambiente o área de empaque: No cuenta con ambiente o área de empaque. 25.6. Ambiente o área para almacenamiento del material estéril: No cuenta con ambiente o área para almacenamiento del material estéril. 25.8. Lavamanos, cuando el proceso se realice fuera del servicio de sa...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1857,No Conformidad,Abierta,"30.1. Sala de procedimientos o curaciones. ¡Ambiente con mínimo 8 m2, que cuenta con: 30.1.1. Mesón de trabajo: 30.1.2. Poceta, cuando la requiera, según los procedimientos que el prestador documente en el estándar de procesos prioritarios: 30.1.3. Lavamanos: No cuenta con sala de procedimientos.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1858,No Conformidad,Abierta,"32. Puesto de enfermería Área con dimensión variable que, de acuerdo con las necesidades de cada servicio, cumple con las siguientes características: 32.1. Superficie de trabajo: 32.2. Permite la monitorización permanente de los pacientes o sistemas alternativos para su visualización: 32.3. Cuenta con alarma o sistema de llamado a enfermería, donde se requiera: No cuenta con puesto de enfermeria.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1859,No Conformidad,Abierta,"33. Ambiente o área de trabajo limpio, que cuenta con: 33.1. Mesón de trabajo: 33.2. Área para el almacenamiento y alistamiento de medicamentos: 33.3. Lavamanos: No cuenta con ambiente o área limpia.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1860,No Conformidad,Abierta,"34. Ambiente de trabajo sucio, que cuenta con: 34.1. Mesón de trabajo con poceta. 34.2. Lavamanos: No cuenta con ambiente sucio.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1861,No Conformidad,Abierta,"35. Estación de enfermería, que cuenta con: 35.1. Puesto de enfermería. 35.2. Ambiente o área de trabajo limpio. 35.3. Ambiente de trabajo sucio: No cuenta con estación de enfermeria.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1862,No Conformidad,Abierta,Disponibilidad de los siguientes ambientes o áreas: 35.4. Area o ambiente para el depósito de equipos biomédicos con dimensión variable de acuerdo con las necesidades del servicio: No sevidencia ambiente para el depósito de equipos biomédicos con dimensiones variables. 35.5. Área o ambiente para depósito de ropa limpia de dimensión variable de acuerdo con las necesidades del servicio: No evidencia ambiente para depósito de ropa limpia de dimensión. 35.6. Ambiente para depósito de ropa sucia...,Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1863,No Conformidad,Abierta,"36. Baño, ambiente que cuenta con: 36.1. Sanitario: No cuenta con baño. 36.2. Lavamanos: No cuenta con baño. 36.3. Ducha: No cuenta con baño. 36.4. Alarma o sistema de llamado, donde se requiera: No cuenta con baño. 36.5. Puertas corredizas o con apertura hacia el exterior: No cuenta con baño.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1864,No Conformidad,Abierta,"38. La unidad sanitaria adaptada para personas con imovilidad reducida cuenta con: 38.3. Dimensiones que permita el desplazamiento del paciente y maniobra en su interior, las puertas tienen un ancho que permite el fácil acceso de pacientes en sillas de ruedas: No cuenta con dimensiones que permita el desplazamiento del paciente y maniobra en su interior. 38.4. Puertas corredizas o con apertura hacia el exterior: No cuenta con puerta con apertura hacia el exterior ni correderas. 38.5. Acceso...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1865,No Conformidad,Abierta,"40.1. Ambiente o área con dimensión variable de acuerdo al servicio o servicios, independiente de las áreas de circulación, que cuenta con ventilación e iluminación natural y/o artificial: Las dimensión no son variable de acuerdo a los servicios, independiente de las áreas de circulación, que cuenta con ventilación e iluminación natural y artificial.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1866,No Conformidad,Abierta,"GENERALIDADES DE LAS CONDICIONES DE ORDEN, ASEO, LIMPIEZA Y DESINFECCIÓN: 41. Las condiciones de orden, aseo, limpieza y desinfección son evidentes y responden a un proceso dinámico de acuerdo con los servicios prestados: No cumple con el criterio descrito en este item. 42. En las edificaciones destinadas a la prestación de servicios de salud, los pisos deben ser resistentes a factores ambientales, deben ser continuos, antideslizantes, impermeables, lavables, sólidos, resistentes a procesos ...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1867,No Conformidad,Abierta,"2.2. Hoja(s) de vida del(los) equipo(s) biomédicos(s), con los registros de los mantenimientos preventivos y correctivos, según corresponda: Cuenta con hojas de vida en las cuales se evidencia que el ítem de adquisición e instalación no se encuentran diligenciados, se evidencia frecuencia cuatrimestral de mantenimiento preventivo, algunos equipos no cuentan con la continuidad de los mantenimientos ya que el ultimo reporte es de marzo de 2024, algunos equipos se encuentran solo con reporte de ma...",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1868,No Conformidad,Abierta,4. La dotación de los servicios de salud está en concordancia con lo definido por el prestador en el estándar de procesos prioritarios: No se evidencia concordancia con la dotación según lo definido por el prestador en el estándar de procesos prioritarios.,Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1869,No Conformidad,Abierta,"5. La suficiencia de equipos biomédicos está relacionada con la de uso de los mismos, incluyendo los tiempos del proceso de esterilización, cuando aplique: Cuenta con “protocolo de suficiencia de equipos” en este no se describe el tiempo de esterilización, ni el instrumental requerido para los servicios, se recomienda ajustar el programa donde se mencione las variables correspondientes.",Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1870,No Conformidad,Abierta,16.1. Sistemas de telecomunicaciones de doble via: No cuenta con sistemas de telecomunicación de doble vía.,Administrador,calidad,,Gestión de Recursos,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1871,No Conformidad,Abierta,El prestador de servicios de salud lleva registros con la información de todos los medicamentos para uso humano requeridos en la prestación de los servicios que oferte; dichos registros cuentan con la siguiente información: 1.1. Principio activo: 1.2. Forma farmacéutica: 1.6. Presentación comercial: 1.7. Unidad de medida: No cuenta con el registro de la información correctamente.,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1872,No Conformidad,Abierta,2. Los dispositivos médicos de uso humano requeridos para la prestación de los servicios de salud cuentan con información documentada que dé cuenta de la verificación y seguimiento de la siguiente información: 2.2. Marca del dispositivo: No Cuenta con el registro de la información. 2.3. Serie (cuando aplique): No cuenta con el registro de la información correctamente. 2.5. Registro sanitario vigente o permiso de comercialización expedido por ellnvima: No cuenta con el registro de la inform...,Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1873,No Conformidad,Abierta,"3. Los reactivos de diagnóstico in vitro requeridos para la prestación del servicios de salud cuentan con información documentada que dé cuenta de la verificación y seguimiento de la siguiente información: 3.1. Nombre: 3.2. Marca: 3.3. Presentación comercial: 3.4. Registro sanitario vigente o permiso de comercialización expedido por el Invima: 3.5. Clasificación del riesgo sanitario: 3.6. Vida útil, cuando aplique: 3.7. Fecha de vencimiento y lote: No cuenta con el registro de la información c...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1874,No Conformidad,Abierta,"4. El prestador de servicios de salud de salud cuenta con informacion documentada de los procesos generales según aplique, para: 4.4. Recepción: Se evidencia documentado, se evidencia que no cuenta con adherencia, segun lo documentado, se evidencia que el proceso que realizan es totalmente distinto a lo escrito en el manual de procesos y procedimientos del servicio farmaceutico, código del documento MA-MIFA- 03 V02. 4.6. Conservación: Se evidencia documentado, se evidencia que no cuenta con ...",Administrador,calidad,,Misionales,12/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
