Núm.,Tipo,Estado,Descripción,Usuario Reporta,Solicitado a,Auditor Global,Proceso,Fecha de Creación,Fecha Cierre,Norma y Numeral,Acción Eficaz,Acción Correctiva,%Avance Eficaz,%Avance Plan de Acciones
,,,,,,,,,,5. Procesos Prioritarios,,,,
1480,No Conformidad,Abierta,"16.6. Supervisión de la toma de muestras cuando sea realizada por los auxiliares, cuando aplique: El prestador no presenta la información solicitada, se indica que en los servicios de urgencias y hospitalización son tomadas por el personas de estos servicios.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1481,No Conformidad,Abierta,"16.7. Limpieza y desinfección del material que se utilice en el procesamiento de las muestras, cuando aplique: El prestador cuenta con documento PT MI-5G-03 Manual de limpieza y desinfección se debe ajustar indicando como se debe preparar la solución del jabón neutro. En el momento de la visita se evidencia que la solucion preparada no se realiza de acuerdo a las indicaciones del fabricante.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1482,No Conformidad,Abierta,"16.8. Control de calidad de las “pruebas en el punto de atención del paciente - (point of care testing -POCT)”, cuando aplique: El prestador no cuenta con controles de calidad para las pruebas de VIH, Sifilis, Dengue, Hepatitis B.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1483,No Conformidad,Abierta,18. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le son aplicables a todos los servicios.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1484,No Conformidad,Abierta,18.3. Registro de validación secundaria o verificación: El prestador no presenta la información solicitada.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1485,No Conformidad,Abierta,"18.6. Registro de control de calidad interno y externo: Cuenta con registros y analisis del control interno, para el control externo en el año 2024 no tiene ninguna participación en el programa.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1486,No Conformidad,Abierta,"18.7. Registro de control de calidad de las “pruebas en el punto de atención del paciente - (point of care testing - POCT)"", cuando aplique: El prestador no cuenta con controles de calidad para las pruebas de VIH, Sifilis, Dengue, Hepatitis.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1487,No Conformidad,Abierta,1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Ver Estándar transversal Talento Humano,Administrador,calidad,,Gestión de Talento Humano,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1488,No Conformidad,Abierta,"3. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente,: No cumple con todos los criterios aplicable a los servicios.",Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1489,No Conformidad,Abierta,7. Cumple con los criterios que le sean aplicables de todos los Servicios y adicionalmente cuenta con: Revisar estándar transversal.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1490,No Conformidad,Abierta,"Equipos biomédicos necesarios, según las muestras que se tomen, de acuerdo con lo documentado en el estándar de Iprocesos prioritarios: No cuenta con la documentación donde se describan los equipos necesarios para la prestación del servicio en las modalidades.",Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1491,No Conformidad,Abierta,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le sean aplicables de todos los servicios.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1492,No Conformidad,Abierta,"9. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con la siguiente información documentada: No cumple con los criterios que le son aplicables a todos los servicios.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1493,No Conformidad,Abierta,"9.3. Supervisión de la toma de muestras cuando sea realizada porlos auxiliares: El prestador no presenta la información solicitada, se indica que en los servicios de urgencias y hospitalización son tomadas por el personas de estos servicios.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1494,No Conformidad,Abierta,"9.4. Procedimiento y condiciones para la toma de muestras en la modalidad extramural cuando se realicen: El prestador cuenta con documento MA-MI-LA 13 Manual de toma, transporte, conservación y remisión de muestras de laboratorio clínico, la modalidad extramural no se encuentra documentada, se diligencia el formato registro y transporte de muestras de laboratorio FT-MI-LA- 103 no se cuenta con el diligenciamiento de todos los campos que permiten realizar la trazabilidad de las muestras, no cuen...",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1495,No Conformidad,Abierta,10. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le son aplicables a todos los servicios.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1496,No Conformidad,Abierta,4. Cumple con los criterios que le sean aplicables de todos los servicios: No cumple con los criterios que le sean aplicables de todos los servicios.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1497,No Conformidad,Abierta,11. Cumple con los criterios que le sean aplicables de todos los servicios: No cumple con los criterios que le sean aplicables de todos los servicios.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1498,No Conformidad,Abierta,15. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada: Verificar trasversal.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1499,No Conformidad,Abierta,"15.1. Procesos generales que realice, elaborado por el responsable del servicio: No cuenta con los procesos acorde a los servicios prestados.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1500,No Conformidad,Abierta,19. Cumple con los criterios que le sean aplicables de todos los servicios: No cumple con los criterios que le son aplicables a todos los servicios.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1501,No Conformidad,Abierta,"21. El consultorio donde se realicen procedimientos cuenta con la dotación mínima definida para el consultorio donde se realice examen físico y adicionalmente cuenta con la dotación necesaria para realizar los procedimientos documentados en el estándar de procesos prioritarios: Cuenta con protocolos para la atención, pero se evidencia que la dotación no está en concordancia según lo estipulado en el estándar de procesos prioritarios.",Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1502,No Conformidad,Abierta,32. Cumple con los criterios que le sean aplicables de todos los servicios: No cumple con los criterios que le sean aplicables de todos los servicios.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1503,No Conformidad,Abierta,35.2.1. Preparación: El prestador no presenta soportes para dar cumplimiento a este criterio. Se debe realizar educación de manera fisica al paciente.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1504,No Conformidad,Abierta,"35.2.2. Recomendaciones post procedimiento: El prestador documenta en la historia clínica las recomendaciones post tratamiento al completar las terapias, se debe ajustar a cada terapia individual. Se debe realizar educación de manera fisica al paciente.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1505,No Conformidad,Abierta,35.2.3. Controles: El prestador cuenta con formato terapias fisicas o respiratorias FT-MI-CE-69 donde se diligencia el control de las terapias realizadas. Se debe realizar educación de manera fisica al paciente.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1506,No Conformidad,Abierta,35.2.4. Posibles complicaciones: El prestador cuenta con información documentada Consentimiento informado FT-MI-UR-09 para fisioterapia donde se indica las posibles contraindicaciones generales. Se debe realizar educación de manera fisica al paciente.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1507,No Conformidad,Abierta,41. Cumple con los criterios que le sean aplicables de todos los servicios: No cumple con los criterios que le son aplicables a todos los servicios.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1508,No Conformidad,Abierta,1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente: Ver Estándar transversal Talento Humano.,Administrador,calidad,,Gestión de Talento Humano,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1509,No Conformidad,Abierta,8. Cumple con los criterios que le sean aplicables de todos los servicios Cuenta con: No cumple con todos los criterios aplicable a los servicios.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1510,No Conformidad,Abierta,18. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente: Revisar estándar transversal.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1511,No Conformidad,Abierta,"28. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con la siguiente información documentada: El prestador no cumple con los criterios que sean aplicables a todos los servicios.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1512,No Conformidad,Abierta,"33. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con los siguientes registros: El prestador no cumple con los criterios que le sean aplicables de todos los servicios.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1513,No Conformidad,Abierta,"1.Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Profesional de odontología o tecnólogo en radiología e imágenes diagnósticas, o técnico profesional o auxiliar de odontología o auxiliar en salud oral o auxiliar de higiene oral: Ver Estándar transversal Talento Humano Cuenta con Profesional de odontología, con curso atencion a victimas de violencia Universidad cooperativa de colombia 2023 y Curso Proteccion Radiologia Universidad cooperativa ...",Administrador,calidad,,Gestión de Talento Humano,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1514,No Conformidad,Abierta,5. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con profesional de la salud que atiende a distancia: No cumple con todos los criterios aplicable a los servicios.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1515,No Conformidad,Abierta,6.Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con todos los criterios aplicable a los servicios.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1516,No Conformidad,Abierta,"10. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Revisar estándar transversal.",Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1517,No Conformidad,Abierta,15. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada: El prestador no cumple con los criterios que le sean aplicables de todos los servicios.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1518,No Conformidad,Abierta,"15.3. Verificación de la adherencia a los procedimientos realizados en la instalación y cualquier otra consideración sobre la protección radiológica de la instalación: No cuenta con la información solicitada, no cuenta con adherencia a acciones realizadas para el servicio ofertado.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1519,No Conformidad,Abierta,"15.4. Realización y supervisión de toma de radiografías odontológicas cuando no sea realizada por el odontólogo, que incluya como mínimo la calidad de la imagen y radioprotección: No cuenta con registros de toma de radiografía para realizar el control de calidad.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1520,No Conformidad,Abierta,15.5. Interpretación y lectura de las radiografías odontológicas por parte del Odontólogo: El prestador no cuenta con los registros de fácil acceso para la lectura de las tomas de radiografías odontoldgicas.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1521,No Conformidad,Abierta,"18. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con los siguientes registros: El prestado no cumple con los criterios que sean aplicables a todos los servicios.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1522,No Conformidad,Abierta,"18.1. Número de exposiciones, e imágenes tomadas que incluya el nombre del paciente, y nombre del estudio realizado. En visita no se evidencia registros de número de exposiciones de radiografías, no se evidencia registros de nombres de pacientes o del estudio realizado.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1523,No Conformidad,Abierta,18.3. Número de estudios rechazados de acuerdo a la tecnología empleada: El prestador no cuenta con registros de estudios rechazados de acuerdo a la tecnología usada.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1524,No Conformidad,Abierta,1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Ver Estándar transversal Talento Humano.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1525,No Conformidad,Abierta,3. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con todos los criterios aplicable a los servicios.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1526,No Conformidad,Abierta,6. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Revisar estándar transversal.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1527,No Conformidad,Abierta,7. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le sean aplicables de todos los servicios.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1528,No Conformidad,Abierta,"8. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con la siguiente información documentada: No cumplen con los criterios que le son aplicables de todos los servicios.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1529,No Conformidad,Abierta,"8.1. Toma, identificación, transporte, conservación, embalaje y remisión de las muestras: El prestador cuenta con procedimiento tamizaje del cáncer cervicouterino (ácido acético) PT-MICE- 34, cuenta con soporte de capacitación a la personal asistencia con fecha 12-06-2024, para latoma de las citologias no se realiza cambio o protección de la camilla entre pacientes.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1530,No Conformidad,Abierta,"8.2. Toma de muestras de tejido del cuello del útero, pruebas ADN/VPH, técnicas de inspección visual y muestras ginecológicas cuando se oferte: El prestador no presenta la información solicitada durante la visita.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1531,No Conformidad,Abierta,8.4. Control de calidad: No cuenta con la información documentada.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1532,No Conformidad,Abierta,"8.5. Entrega de resultados: El prestador en el momento de la visita se observan resultados pendientes desde el dia 29 de agosto hasta la fecha, el seguimiento refieren realizarlo con el seguimiento a la entrega de resultados con la base CCU de la dimensión 5 de la Secretaria de Salud Departamental, Toda citologias positivas son reportadas a las EAPB pero al observar la base se observa que la oportunidad de entrega esta hasta de 30 días.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1533,No Conformidad,Abierta,9. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con los siguientes registros: No cumplen con los criterios que le son aplicables de todos los servicios.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1534,No Conformidad,Abierta,9.4. Análisis del control de calidad y de las medidas preventivas y correctivas. No cuenta con la información documentada.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1535,No Conformidad,Abierta,"10. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente disponibilidad de laboratorio de citología cervico-uterinas o servicio de patología: La EAPB solo contratan con el prestador la toma de las muestra, indican que las EPS contratan con tres prestadores AIC con UNILAB, ASMET con BIOS, Nueva EPS con rehabilitar. Se observa en la base de datos del departamento oportunidad de entrega alta hasta de 30 días para resultados.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,7. Interdependencia,,,,
1536,No Conformidad,Abierta,"1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Ver Estándar transversal Talento Humano.",Administrador,calidad,,Gestión de Talento Humano,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1537,No Conformidad,Abierta,9. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con todos los criterios aplicable a los servicios.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1538,No Conformidad,Abierta,"11.2. Sistema de vacío: Cuenta con sistema de vacio, pero la red no se encuentran funcionamiento.",Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1539,No Conformidad,Abierta,"Barrera fisica móvil o fija entre camillas que permite fácil limpieza y desinfección y la privacidad del paciente, cuando exista más de una camilla: No cuenta con barrera fisica movil ni fija entre camillas.",Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1540,No Conformidad,Abierta,"12.2. Sistema de vacío: Cuenta con sistema de vacio, pero la red no se encuentran funcionamiento.",Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
1541,No Conformidad,Abierta,19. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente: Revisar estándar transversal.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1542,No Conformidad,Abierta,19.1.3. Oxigeno medicinal que puede ser suministrado mediante salida de oxigeno medicinal o mediante oxigeno medicinal portátil por camilla: No cuenta clon oxigeno medicinal.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1543,No Conformidad,Abierta,19.2.2. Mesa para atención de partos: La mesa para la atención de partos se encuentra con oxido.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1544,No Conformidad,Abierta,19.3.5. Oximetro con sensor neonatal: No cuenta con oxigeno con sensor neonatal.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1545,No Conformidad,Abierta,"19.3.7. Laringoscopio con hoja neonatal: Cuenta con laringoscopio con hojas rectas y curvas para adultos, se evidencia una hoja de paciente neonatal, no se encuentran esteriles.",Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1546,No Conformidad,Abierta,19.4.3. Oxigeno medicinal que puede ser suministrado mediante salida de oxigeno medicinal o mediante oxigeno medicinal portátil por camilla. No cuenta con oxígeno medicinal.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1547,No Conformidad,Abierta,19.4.4. Succión. Puede ser suministrado mediante sistema de vaclo o mediante aspirador: No cuenta con succión.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1548,No Conformidad,Abierta,19.5.5. Silla de ruedas: No cuenta silla de ruedas.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1549,No Conformidad,Abierta,19.5.6. Oxigeno medicinal que puede ser suministrado mediante salida de oxigeno medicinal o mediante oxigeno medicinal portátil por camilla: No cuenta con oxigeno medicinal.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,3. Dotación,,,,
1550,No Conformidad,Abierta,24. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: No cumple con los criterios que le sean aplicables de todos los servicios.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1551,No Conformidad,Abierta,24.1. Catéteres para vena umbilical: No cuenta con Catéteres para vena umbilical.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1552,No Conformidad,Abierta,25.1. Catéteres para vena umbilical: No cuenta con Catéteres para vena umbilical.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,"4. Medicamentos, dispositivos médicos e insumos",,,,
1553,No Conformidad,Abierta,27. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada: Ver transversal de procesos prioritarios.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1554,No Conformidad,Abierta,"27.1. Atención del parto: La ESE cuenta con documento disminuir los riegos de enfermedad y muerte de la mujer y el recién nacido y optimizar el pronóstico de los mismo durante todas las etapas del parto, iniciando con la admisión de la paciente en el triage de urgencias adulto en el cual se realiza un valoración completa de la gestante, al momento de la verificación se constató que el personal encargado de realizar el triage obstétrico y de atención del parto no cuenta con capacitaciones en man...",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1555,No Conformidad,Abierta,"27.3. Manejo de complicaciones intraparto e instrumentación: La ESE cuenta con documento protocolo parto instrumentado y protocolo de código rojo de los cuales se cuenta con soporte de socialización de protocolo de código rojo, pese a eso al momento de la verificación médico de turno del día 30 de septiembre y medica del 1 de octubre manifestaron que no han recibido capacitación relacionada con los eventos obstétricos en la institución.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1556,No Conformidad,Abierta,27.4. Atención al recién nacido que incluya: No cuenta con todos los criterios.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1557,No Conformidad,Abierta,27.4.4. Criterios de remisión: No se cuenta con la informacion documentada.,Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1558,No Conformidad,Abierta,"27.4.5. Vacunación: La ESE cuenta con documento PT-MI-PP-07 vacunación del recién nacido el cual tiene como objetivo garantizar el inicio del esquema vacunal del recién nacido, mediante la aplicación de las vacunas antihepatitis b y BCG no se cuenta con soporte de socialización de dicho documento.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,5. Procesos Prioritarios,,,,
1559,No Conformidad,Abierta,"30. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con partograma para toda materna en trabajo de parto: Ver transversal de historia clinica, cuenta con historia clinica digital que incluye partograma.",Administrador,calidad,,Misionales,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,6. Historia clínica y registros,,,,
1560,No Conformidad,Abierta,1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Ver Estándar transversal Talento Humano.,Administrador,calidad,,Gestión de Talento Humano,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,1. Talento Humano,,,,
1561,No Conformidad,Abierta,15. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente: No cumple con todos los criterios aplicable a los servicios.,Administrador,calidad,,Gestión de Recursos,09/Mar/2025,,Resolución 3100 de 2019:,PE,NO,,-
,,,,,,,,,,2. Infraestructura,,,,
