num,descripcion,proceso,estandar,fuente,municipio,uas,año,mes,dia
1461.0,35.2.1. Preparacion: No cuenta con la informacion solicitada.,Misionales,5. Procesos Prioritarios,Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
1462.0,35.2.2. Recomendaciones post procedimiento: No cuenta con la informacion solicitada.,Misionales,5. Procesos Prioritarios,Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
1463.0,35.2.3. Controles: No cuenta con la informacion solicitada.,Misionales,5. Procesos Prioritarios,Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
1464.0,35.2.4. Posibles complicaciones: No cuenta con la informacion solicitada.,Misionales,5. Procesos Prioritarios,Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
1465.0,"41. Cumple con los criterios que le sean aplicables de todos los servicios: El prestador no cuenta con registros de consentimientos firmados por el paciente ni por el profesional, se evidencia espacios vacios, en los registros de la historia clinica.",Misionales,6. Historia clinica y registros,Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
1466.0,1.1. Profesional de la medicina o profesional de la enfermeria: Se debe asignar un profesional de la Enfermeria o de la medicina para la supervision del personal auxiliar.,Misionales,1. Talento Humano,Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
1467.0,"Si se presenta interrupcion de la cadena de frio, el prestador de servicios de salud realiza notificacion segun el procedimiento establecido por el Invima: No cumplen con los criterios que sean aplicables de todos los servicio, cuenta con protocolo de notificacion si se presenta interrupcion de la cadena de frio.",Gestion de Recursos,"4. Medicamentos, dispositivos medicos e insumos",Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
1468.0,"10.1 Si el prestador de servicios de salud administra la vacuna en un ambiente diferente al consultorio de vacunacion cuenta con informacion documentada para el alistamiento de los biologicos para uso diario, asi como la conservacion de la cadena de frio: El prestador presenta documento denominado SALIDA EXTRAMURAL PT-MI-CE-25 Version 03 Fecha enero 2024, el cual se identifica que el documento no cuenta con la descripcion de alistamiento del biologicos y se debera ampliar la conservacion de la ...",Misionales,5. Procesos Prioritarios,Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
1469.0,32. Cumple con los criterios que le sean aplicables de todos los servicios: No Cumple con los criterios que le sean aplicables de todos los servicios.,Gestion de Recursos,"4. Medicamentos, dispositivos medicos e insumos",Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
1470.0,"41. Cumple con los criterios que le sean aplicables de todos los servicios: En visita de verificacion no cumple con los criterios que le sean aplicables de todos los servicios, adicionalmente se evidencia que en el servicio la profesional no cuenta con computador para los registros de la historia clinica al momento de la atencion , se evidencia que no todas las historias clinicas cuentan con consentimientos informados.",Misionales,6. Historia clinica y registros,Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
1471.0,"1. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Ver Estandar transversal Talento Humano.",Gestion de Talento Humano,1. Talento Humano,Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
1472.0,7. Cumple con los criterios que le sean aplicables de todos los servicios: No cumple con todos los criterios aplicable a los servicios.,Gestion de Recursos,2. Infraestructura,Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
1473.0,"12. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con: Revisar estandar transversal.",Gestion de Recursos,3. Dotacion,Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
1474.0,"14. Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Medicamentos, dispositivos medicos e insumos requeridos para el procesamiento de las Medicamentos, dispositivos medicos e insumos requeridos para el procesamiento de las muestras, de acuerdo con las pruebas que realice: 14. Cumple con los criterios que le sean aplicables de todos los Medicamentos, dispositivos medicos e insumos requeridos para el procesamiento de las muestras.",Gestion de Recursos,"4. Medicamentos, dispositivos medicos e insumos",Visitas de verificacion de la Secretaria de Salud Departamental del Cauca,La Vega,La Vega,2025,3,9
